-0.025853	-0.000117	1.427668	-0.140651	-0.000577	-0.071272	-0.169384	-0.061607	-0.004869	0.460890	-0.236512	0.030620	0.001509	1.220042	0.215591	-0.005275	0.000574	0.338440	0.072642	0.008594	0.000189	-0.509924	0.001085	-0.123563	0.007536	0.002531	0.681340	-0.005252	-0.322689	-0.254723	0.572904	1.025868	0.015962	-0.003158	0.267070	-0.076657	-0.000758	0.001161	-0.012914	-0.303364	-0.007455	0.049453	-2.281424	0.068507	0.063014	0.013981	1.504823	0.006313	-0.005416	1.314959	0.116535	0.089534	-0.013879	0.036495	-0.000896	-0.000018	0.003373	0.043308	-0.184919	0.356622	0.392303	-0.006319	-0.247465	-0.233854	-0.037670	0.019810	-0.018409	0.511582	-0.294435	-0.776979	0.000708	-0.002516	-0.001704	-0.062398	0.093075	-0.674851	-0.269821	0.005219	-0.043053	-0.014613	0.115999	-0.032822	0.000152	0.031257	-0.000529	-0.399805	2.897846	-0.000390	0.113203	-0.351335	0.020558	-2.519326	0.005447	0.006365	-0.019381	-0.061638	1.132869	-0.146525	0.292248	-0.004847
0.037415	0.000284	0.043558	0.041498	0.000400	-0.005999	-0.088462	0.009570	0.087582	-0.056496	0.002700	0.007186	-0.002435	-0.166289	0.009856	-0.002485	-0.000043	-0.264901	0.031369	0.529267	0.002485	0.235711	-0.000105	0.086838	-0.004299	-0.011429	-0.105417	0.000813	-1.322564	0.088707	0.015666	-0.151728	-0.099191	-0.003456	0.024324	0.125388	0.000549	0.012469	0.018949	0.436191	-0.000562	-0.000078	0.950713	0.370263	0.032149	0.002144	0.727194	-0.026708	0.012080	-0.378652	-0.037667	0.610692	0.000954	0.014238	0.004994	-0.004466	0.062394	-0.000633	0.193728	0.553352	-0.014888	-0.001610	-1.956438	0.066876	0.113776	0.012600	0.002358	0.052224	-0.013398	2.151196	0.002796	0.001451	0.001099	0.364221	0.002419	3.346731	0.003692	-0.034582	-0.001146	-0.101716	-0.002508	0.357603	0.000709	-0.008439	0.008937	-0.003925	-0.467107	-0.000257	0.069708	0.072161	-0.057012	0.011959	-0.006197	0.036376	-0.000682	-0.001017	-0.783129	0.019995	-0.214613	-0.002626
-0.038931	0.000820	-0.052588	-0.181254	0.000328	-0.001273	0.543993	0.043641	-0.149562	0.011686	0.028847	0.001812	0.014320	0.084033	-0.068383	0.007107	-0.000218	0.084990	-0.006506	0.502594	0.006356	-0.031077	0.001706	0.014613	0.004768	-0.003723	0.414541	-0.002674	0.854253	-0.378813	-0.099174	0.216206	0.000033	-0.002908	-0.017908	-0.077324	-0.001573	-0.000736	0.004285	-0.060811	0.038994	-0.009553	-1.209956	-0.026108	-0.044601	0.013742	-0.139256	0.067442	0.005358	0.180671	0.034736	-0.144399	-0.001177	-0.025430	-0.000749	0.000223	0.101735	-0.006045	0.270988	-2.034571	-0.043025	-0.012375	-0.465828	0.174704	-0.020495	-0.008431	-0.001113	-0.045029	0.128324	-0.160937	-0.001795	0.001662	0.005920	0.082121	0.026823	0.842784	-0.111193	0.034428	0.013702	0.044863	-0.003233	0.014946	0.001222	0.002272	0.000810	-0.005935	-1.177442	0.000360	-0.042306	0.000977	0.003257	8.176150	-0.005160	-0.011584	-0.000445	-0.000519	-2.126690	-0.012026	-0.160536	0.008518
-0.074462	-0.000284	0.116518	0.202465	-0.000103	-0.006115	0.433503	0.011544	0.034914	0.122770	-0.003882	0.005832	-0.000948	1.175077	-0.541038	-0.001491	0.000239	0.025797	0.101626	0.136423	0.000267	-0.119882	-0.020609	1.724792	-0.005481	-0.007785	0.453558	0.039082	0.281850	0.431468	-0.148466	0.189827	-0.229438	0.109556	0.023750	-0.083765	-0.000929	0.000062	-0.175474	-0.121412	-0.009466	-0.021477	-0.167824	-0.297235	0.024474	-0.002480	-3.466735	0.000603	-0.021157	-1.181289	0.001076	0.038445	-0.194208	-0.099899	-0.001817	0.002909	-0.142213	0.003839	0.457162	0.237221	0.409474	0.028684	1.002299	0.025020	0.002061	0.004801	0.001041	0.718628	-0.063763	-0.528655	0.026673	0.001570	-0.000279	-1.400585	0.007636	1.804681	-0.127798	-0.007177	-0.010688	-0.007633	0.003007	0.005465	0.000042	0.055867	-0.002596	0.167764	-0.231378	0.000678	-0.206106	0.089689	0.030912	-1.852284	0.046059	0.000983	-0.046002	-0.020326	2.023538	0.007688	-0.056545	-0.000847
0.104979	0.004103	-0.203668	0.397701	-0.000062	-0.003692	0.137507	1.702641	0.401257	-2.453182	0.020117	0.022635	0.001825	-0.007966	0.072791	-0.005121	-0.001257	-0.198897	-0.017480	0.832401	0.008674	-0.541946	-0.010151	-0.688478	0.002271	0.042570	-0.178766	-0.007089	-0.633177	-0.891086	0.166064	-0.918274	0.207709	0.026406	-0.079889	-0.037347	0.024145	0.001915	-0.095394	-0.035965	0.013764	-0.434111	0.358680	0.213818	0.294868	-0.001596	-3.326463	-0.011492	-0.041571	1.477269	-0.011231	-0.358402	-0.001673	0.016317	0.000314	-0.045749	-1.094021	-0.079631	2.193337	0.248247	-0.409651	0.007310	3.086834	-0.061073	-0.341292	-0.010818	-0.007758	-0.321902	-0.040442	0.274030	-0.043439	-0.056363	0.007211	0.533998	-0.041958	1.118651	0.472843	-0.440127	-0.146852	0.014088	-0.111714	0.014543	0.001302	0.025517	-0.034191	-0.169767	-1.383342	-0.013953	-0.090771	0.275728	-0.120790	-0.527446	0.018047	-0.001558	0.000408	0.023069	-0.155449	0.046852	-0.040980	-0.007089
-2.120725	0.005237	-0.581995	0.010241	0.002234	-0.005890	1.692916	-0.040531	0.124968	0.746450	0.070379	0.062014	0.023125	0.200759	-0.601159	-0.000017	-0.000121	0.074408	-0.026519	-0.654659	0.001081	-0.217968	0.004828	-1.876111	0.088071	0.021295	0.048034	-0.002611	0.214199	-3.870440	-0.022139	-1.344245	-0.004297	0.065127	0.197514	-0.153033	-0.000414	-0.000577	-0.056590	-0.039513	0.143805	-0.026921	0.294233	0.088554	-0.644324	0.032504	-0.214572	0.065129	0.049747	5.734877	0.011363	-0.174913	0.001090	0.017075	-0.004704	0.001612	-0.105735	0.019067	3.409220	-0.478144	-1.082191	-0.021065	-3.011188	-0.039193	0.067558	-0.051494	-0.056362	-0.056327	0.320425	-0.150770	-0.027535	-0.007340	0.001418	-0.113975	-0.092375	1.966699	-0.000368	0.204556	-0.051579	-0.927482	0.014014	-0.048153	0.004015	0.025878	0.013004	-0.151304	0.024287	-0.003710	0.069271	0.040225	-0.282545	1.135722	0.047239	-0.000392	0.130453	0.018405	-3.671899	-0.032229	0.239265	0.073632
0.050404	-0.000364	0.092666	-0.208398	-0.000000	-0.010859	-0.433355	-0.073195	0.058766	0.118335	-0.009640	0.005486	0.005577	0.011571	0.231869	-0.008930	-0.000033	0.131536	0.020376	0.447109	0.000825	0.077350	-0.000303	-0.009958	0.010377	0.002000	0.059380	-0.010585	4.605884	1.735978	-0.045988	0.208507	0.042471	-0.027172	-0.026101	0.310454	-0.000811	0.001097	0.272327	-0.012832	0.006265	-0.005751	1.776263	0.138055	0.856200	0.012173	0.575912	-0.016524	0.010649	0.645130	0.033625	0.068011	0.016165	0.103131	0.007563	-0.001604	-0.150379	-0.007930	-0.075353	-0.523098	0.575101	-0.008135	-3.211946	0.099200	0.030049	0.002186	-0.002850	0.018445	0.209148	0.488051	0.009275	0.012095	0.000528	0.400901	0.018677	1.604136	-0.090562	0.009397	0.006606	0.017239	0.000478	0.023358	0.004911	-0.000582	-0.000262	-0.151175	0.009392	0.009423	0.018150	-0.247629	-0.006477	1.368365	-0.007202	0.005586	0.030845	0.008342	-1.056270	-0.000179	-0.214031	-0.008538
0.072649	0.000192	0.045268	1.158904	0.001803	-0.005515	-0.162291	0.233440	0.142638	-0.522047	0.101527	-0.011940	-0.017657	-0.848214	0.033176	0.162272	0.000437	-0.038897	-0.079873	0.209705	-0.000078	0.037883	-0.004825	0.001111	-0.042521	0.005335	-0.115881	-0.006466	-1.990094	1.657915	0.044141	-0.053082	0.141691	-0.021398	0.069131	1.872107	0.018147	0.011404	-0.015579	-0.003752	-0.027000	0.005650	1.712495	0.011737	0.348219	-0.084950	-2.309145	0.025296	-0.011748	-1.647696	-0.002802	0.856312	0.003459	0.000792	0.006397	-0.001984	0.123135	-0.019435	-1.191337	0.461153	-0.147365	0.004357	0.243425	0.219548	-0.224035	0.001337	-0.000113	-0.202940	0.082201	0.635515	0.004650	0.000951	0.000462	-1.128509	-0.020907	0.187937	-0.011668	0.033943	-0.028955	-0.002065	-0.059997	0.073886	0.002089	-0.001461	0.005911	0.032943	-1.222680	0.004744	-0.010943	-0.065831	0.000148	-1.548562	-0.002037	0.005441	-0.022693	-0.028006	3.134932	0.250385	0.039244	-0.003382
0.053899	0.002366	-0.018440	-0.894890	0.000267	-0.012203	-0.170518	-0.205043	0.359717	0.209324	0.044545	-0.004016	0.074082	-0.094035	-0.008851	0.008429	0.000397	-2.763682	0.011005	-4.249771	0.001733	-0.023625	-0.000400	-0.603278	-0.006459	0.003700	-0.478495	-0.004668	-2.900355	0.842278	-0.007501	-0.333616	-0.012292	0.015870	0.039486	-0.995632	-0.000055	-0.000563	-0.015040	0.111889	-0.004884	-0.078513	1.160404	0.076030	-0.031738	0.028560	0.330779	-0.001823	0.079561	-3.314827	-0.033334	-0.900569	0.002780	0.158915	0.000177	-0.000091	0.072655	0.002836	0.194892	-1.226750	-1.349074	0.061111	0.124846	0.001922	0.071025	-0.012021	-0.006074	0.051399	-0.240151	2.737764	-0.000779	-0.007475	-0.001001	-0.006118	0.071255	-0.079184	0.051499	0.075111	-0.096010	0.057217	-0.018407	0.002058	0.000559	-0.000350	0.001449	0.041165	0.083130	-0.000471	0.020848	-0.043717	-0.107604	-0.988819	-0.018331	0.001197	0.005429	0.002707	0.028566	-0.072537	-0.298656	-0.016875
-0.495718	0.001285	0.029811	1.042827	-0.001262	-0.240738	-0.904972	-0.362399	0.516607	-0.054347	-0.022618	-0.065900	0.034171	-0.259900	-0.009728	0.013913	0.001721	-0.014071	0.000352	0.046884	0.002542	-0.305806	-0.003548	0.028533	-0.001554	0.000638	-0.300831	0.015546	0.310180	-1.649224	-0.081359	0.038594	-0.021753	0.014455	0.169258	0.083154	-0.001014	-0.004520	-0.052224	0.019777	-0.029968	0.135561	2.501854	0.080032	-0.029356	0.011858	2.083635	0.043847	-0.053947	1.063428	-0.025421	-0.548744	-0.011598	0.051700	-0.000166	0.002298	-0.001599	-0.000612	0.177098	-1.177629	0.024753	-0.005130	0.591547	-0.185779	-0.055263	-0.014643	-0.005292	-0.034549	-0.419300	-0.058456	-0.007432	-0.033063	-0.001253	0.463199	0.055239	0.250374	0.214301	0.153505	-0.160992	0.061322	-0.018142	0.040198	-0.015768	0.018734	0.000453	-0.078894	-2.279114	-0.001831	-0.015812	0.126656	-0.020389	-1.500815	0.031793	0.030717	-0.047111	0.005466	0.094745	-0.019347	-0.835682	-0.021245
